0	0.0292475950806
1	0.0292102718629
2	0.0291695211915
3	0.0291384208851
4	0.0291109933582
5	0.0290806315795
6	0.0290400497336
7	0.0289802117957
8	0.0288890261703
9	0.0287493170992
10	0.0285382528767
11	0.0282355555133
12	0.027859414771
13	0.0275515345263
14	0.0276397718919
15	0.0283980053983
16	0.0295938566157
17	0.0306947705428
18	0.0314554492833
19	0.0319273962757
20	0.0322200026795
21	0.0324045537952
22	0.0325256418128
23	0.0326040712517
24	0.0326639789203
25	0.0327142816993
26	0.0327542960235
27	0.03278427453
28	0.0328058329994
29	0.032820794847
30	0.032830717907
31	0.0328368050906
32	0.0328399438967
33	0.0328407815907
